	station46	station49	station121	station45	station50	station126
otu_280510	0	0	0	0	0	1
otu_280515	0	0	0	0	0	2
otu_280529	0	0	0	0	0	1
otu_280534	0	0	0	1	0	0
otu_280592	0	0	0	0	0	2
otu_280632	0	0	0	0	0	1
otu_280660	0	0	2	0	0	0
otu_280670	0	0	0	0	0	1
otu_280696	0	0	0	0	0	1
otu_280717	0	0	0	0	0	3
otu_280728	0	1	0	0	0	0
otu_280741	2	1	0	0	0	0
otu_280747	0	1	0	0	0	0
otu_280800	0	0	0	0	0	2
otu_280802	0	0	0	0	0	2
otu_280817	0	0	0	0	0	2
otu_280831	0	0	0	0	0	2
otu_280832	0	3	0	0	0	0
otu_280860	0	0	0	0	0	2
otu_280885	0	0	0	6	0	0
otu_280915	0	0	0	0	0	2
otu_280934	0	0	0	0	0	2
otu_280946	0	0	0	0	0	1
otu_280964	0	0	0	1	0	0
otu_280971	0	1	0	0	0	0
otu_281083	1	0	0	0	0	0
otu_281086	0	0	0	0	0	1
otu_281113	0	0	0	0	1	0
otu_281121	0	1	0	0	0	0
otu_281138	1	0	0	0	0	0
otu_281151	0	0	0	0	0	2
otu_281153	0	8	0	0	0	0
otu_281158	0	0	0	1	0	0
otu_281178	1	0	0	0	0	0
otu_281192	1	0	0	0	0	0
otu_281205	0	0	0	0	0	3
otu_281206	1	0	0	0	0	1
otu_281221	3	0	0	0	0	0
otu_281228	0	0	0	0	0	1
otu_281235	0	0	0	0	0	1
otu_281245	0	1	0	0	0	0
otu_281249	0	0	0	3	0	0
otu_281258	0	0	2	0	0	2
otu_281265	0	0	0	1	0	0
otu_281269	0	0	0	0	0	1
otu_281270	0	0	0	1	0	6
otu_281288	0	0	0	0	0	1
otu_281309	0	0	0	0	0	1
otu_281349	0	0	0	2	0	0
otu_281379	0	0	0	0	0	1
otu_281408	0	0	0	0	0	1
otu_281418	0	0	0	0	0	3
otu_281432	0	7	0	0	0	0
otu_281452	0	0	0	0	0	1
otu_281459	0	8	0	0	0	0
otu_281467	0	0	0	0	0	1
otu_281509	0	0	0	5	0	0
otu_281511	0	0	0	0	0	2
otu_281522	0	0	0	0	0	3
otu_281529	0	1	0	0	0	0
otu_281546	0	0	0	0	0	1
otu_281587	0	0	0	1	0	0
otu_281661	0	0	0	0	0	3
otu_281688	0	0	0	0	0	1
otu_281691	1	0	0	0	0	0
otu_281697	0	0	0	0	0	4
otu_281735	0	0	0	0	0	1
otu_281762	0	0	0	0	0	1
otu_281783	0	0	0	0	0	6
otu_281794	0	0	0	0	0	2
otu_281807	0	8	0	0	0	0
otu_281839	0	0	0	3	0	0
otu_281946	0	0	0	0	0	1
otu_281948	0	0	0	0	0	1
otu_281955	0	0	0	2	0	0
otu_281957	0	0	0	0	0	4
otu_282023	0	0	0	0	0	1
otu_282026	0	0	0	5	0	0
otu_282051	0	0	0	0	0	3
otu_282067	0	0	0	0	0	4
otu_282068	0	0	0	0	0	1
otu_282077	0	0	0	0	0	2
otu_282088	0	0	0	0	0	3
otu_282089	0	0	0	1	0	0
otu_282108	0	0	0	0	0	2
otu_282142	0	0	0	4	0	0
otu_282146	0	0	0	0	2	0
otu_282230	0	0	0	0	0	4
otu_282261	0	0	0	6	0	0
otu_282264	0	0	0	0	0	4
otu_282273	0	0	0	0	0	1
otu_282275	4	0	0	0	0	0
otu_282277	0	0	0	3	0	0
otu_282348	0	0	0	0	0	1
otu_282357	1	0	0	7	0	0
otu_282389	0	0	0	0	0	2
otu_282406	3	0	0	0	0	0
otu_282418	0	0	0	0	0	1
otu_282425	0	0	0	0	0	2
otu_282428	5	0	0	2	0	0
otu_282430	0	0	0	0	0	1
otu_282437	0	2	0	0	0	0
otu_282440	0	0	0	1	0	0
otu_282474	0	0	1	0	0	0
otu_282486	0	0	0	0	0	1
otu_282492	0	0	0	0	0	1
otu_282543	0	0	0	0	0	2
otu_282554	0	0	0	0	0	4
otu_282578	0	0	0	4	0	0
otu_282579	1	0	0	0	0	0
otu_282582	0	0	0	1	0	0
otu_282609	0	0	0	0	0	6
otu_282619	0	0	0	0	0	1
otu_282673	0	0	0	1	0	0
otu_282675	0	0	0	0	0	2
otu_282688	0	1	0	5	0	0
otu_282690	0	0	0	0	0	1
otu_282724	0	0	0	0	0	4
otu_282732	0	0	0	0	0	1
otu_282755	0	0	0	0	0	2
otu_282761	0	0	3	0	0	0
otu_282778	0	0	0	7	0	0
otu_282784	0	0	0	0	0	2
otu_282863	0	2	0	0	0	0
otu_282901	0	0	0	0	0	4
otu_282956	4	0	0	0	0	0
otu_282961	0	0	0	0	0	1
otu_282973	0	0	0	0	0	1
otu_282999	0	0	0	1	0	0
otu_283004	0	0	0	0	0	2
otu_283024	0	0	4	0	0	0
otu_283053	0	0	0	0	0	4
otu_283087	0	0	0	0	0	2
otu_283088	0	0	0	0	0	1
otu_283105	1	0	0	0	0	0
otu_283135	0	0	0	0	0	1
otu_283138	1	0	0	0	0	0
otu_283160	0	0	0	0	0	1
otu_283200	0	0	0	0	0	3
otu_283220	0	0	0	1	0	0
otu_283240	0	0	0	0	0	1
otu_283241	0	0	0	1	0	0
otu_283245	0	0	0	0	0	2
otu_283280	0	0	0	0	0	3
otu_283285	1	0	0	0	0	0
otu_283290	0	0	0	4	0	0
otu_283301	0	0	0	0	0	1
otu_283309	0	0	0	0	0	5
otu_283314	0	0	0	1	0	0
otu_283335	0	0	1	0	0	0
otu_283336	0	0	0	0	0	1
otu_283337	0	0	0	1	0	0
otu_283377	1	0	0	0	0	0
otu_283386	0	0	0	3	0	0
otu_283401	0	0	0	0	0	3
otu_283434	0	0	0	0	0	1
otu_283451	0	8	0	0	0	0
otu_283475	0	0	0	0	0	1
otu_283499	0	0	0	0	0	2
otu_283556	0	0	0	0	0	1
otu_283565	0	0	0	0	0	6
otu_283567	0	0	0	2	0	0
otu_283586	0	0	0	0	1	0
otu_283617	0	0	0	0	0	4
otu_283647	0	0	0	3	0	0
otu_283655	0	0	0	0	0	2
otu_283658	0	0	0	0	0	2
otu_283669	0	0	0	0	0	1
otu_283683	0	0	0	1	0	0
otu_283689	1	0	0	0	0	0
otu_283712	3	0	0	1	0	0
otu_283731	1	0	0	2	0	0
otu_283778	0	0	0	0	0	1
otu_283790	0	0	0	0	0	4
otu_283793	0	0	0	0	0	5
otu_283795	0	0	0	0	0	1
otu_283799	0	0	0	1	0	0
otu_283804	0	0	0	0	0	1
otu_283831	0	0	0	0	0	1
otu_283837	0	0	0	0	1	0
otu_283843	0	0	0	1	0	0
otu_283873	2	0	0	0	0	0
otu_283887	0	0	2	0	0	0
otu_283897	0	0	0	0	0	3
otu_283926	0	0	0	0	0	5
otu_283937	0	0	0	0	0	2
otu_283941	0	0	0	0	0	4
otu_283951	0	0	0	0	0	1
otu_283964	0	0	0	0	0	2
otu_283977	0	0	0	1	0	0
otu_283978	0	0	0	0	1	0
otu_283981	0	0	0	0	0	1
otu_283989	0	0	0	0	0	1
otu_284009	0	0	0	0	0	4
otu_284013	6	0	0	0	0	0
otu_284015	0	0	0	0	0	3
otu_284027	0	0	0	0	0	2
otu_284088	0	3	0	0	0	0
otu_284113	0	0	0	0	0	6
otu_284128	0	0	0	0	0	2
otu_284146	0	0	0	0	0	1
otu_284167	0	0	0	7	0	0
otu_284187	0	0	0	7	0	0
otu_284201	1	0	0	1	0	0
otu_284209	0	0	2	0	0	0
otu_284229	0	0	1	0	0	0
otu_284293	4	0	0	3	1	0
otu_284313	0	0	0	0	0	2
otu_284389	0	0	0	0	0	3
otu_284391	0	0	0	0	0	4
otu_284433	0	0	0	0	0	2
otu_284440	0	0	0	0	0	1
otu_284448	0	0	0	7	0	0
otu_284465	0	0	0	0	0	3
otu_284473	0	0	0	0	0	4
otu_284482	0	0	0	2	0	0
otu_284483	0	0	0	1	0	0
otu_284499	0	0	0	0	0	2
otu_284513	0	0	0	0	0	1
otu_284516	0	0	0	0	0	1
otu_284529	0	0	0	0	0	1
otu_284537	0	0	0	0	0	1
otu_284540	0	0	0	2	0	1
otu_284560	0	0	0	4	0	0
otu_284578	0	0	0	0	0	4
otu_284582	0	0	0	4	0	0
otu_284600	0	0	3	0	0	0
otu_284615	0	0	0	0	0	1
otu_284619	0	0	0	0	0	2
otu_284638	0	0	0	0	0	3
otu_284662	0	0	0	3	0	0
otu_284682	0	2	0	0	0	0
otu_284700	0	0	0	0	0	4
otu_284727	0	0	1	0	0	0
otu_284741	1	0	0	0	0	0
otu_284750	0	1	0	0	0	0
otu_284751	0	0	0	0	0	1
otu_284758	0	1	0	0	0	0
otu_284761	0	0	0	0	0	6
otu_284765	0	0	0	0	0	1
otu_284767	0	0	0	0	0	1
otu_284776	0	0	0	0	0	1
otu_284800	0	0	0	0	0	7
otu_284802	0	0	0	0	0	3
otu_284812	0	0	0	3	0	0
otu_284822	0	2	0	0	0	0
otu_284830	0	0	0	0	0	1
otu_284878	0	0	0	0	0	1
otu_284922	0	0	0	0	0	2
otu_284928	0	0	0	0	0	2
otu_284935	1	0	0	1	0	0
otu_284947	0	0	0	1	0	0
otu_284998	0	0	0	3	0	0
otu_285032	0	0	0	0	0	3
otu_285049	0	0	0	0	0	4
otu_285050	0	0	0	0	0	3
otu_285096	1	0	0	0	0	0
otu_285124	0	0	0	0	0	2
otu_285145	0	0	0	0	0	1
otu_285206	0	6	0	0	0	0
otu_285257	0	0	1	0	0	0
otu_285271	0	0	0	0	0	5
otu_285288	0	0	0	0	0	1
otu_285314	0	1	0	0	0	0
otu_285332	0	0	0	0	0	4
otu_285343	1	0	0	0	0	1
otu_285344	0	0	0	7	0	0
otu_285372	0	0	0	0	0	1
otu_285377	0	0	0	2	0	0
otu_285378	0	0	1	0	0	0
otu_285386	0	0	0	0	0	1
otu_285394	0	0	0	5	0	0
otu_285431	0	0	0	6	0	0
otu_285456	0	0	0	0	0	2
otu_285480	0	0	0	1	0	0
otu_285507	0	0	0	0	0	3
otu_285508	0	0	0	0	0	3
otu_285511	0	7	0	0	0	0
otu_285544	0	0	0	0	0	6
otu_285546	0	1	0	2	0	0
otu_285574	0	0	0	0	0	4
otu_285583	0	0	0	0	0	2
otu_285624	0	0	0	0	0	4
otu_285629	0	0	0	0	0	2
otu_285649	0	0	0	0	0	1
otu_285690	0	0	0	0	0	1
otu_285717	0	0	0	0	0	1
otu_285749	0	0	0	0	0	4
otu_285783	0	0	0	1	0	0
otu_285805	0	0	0	3	0	0
otu_285814	0	0	0	0	0	3
otu_285841	0	0	0	0	1	0
otu_285856	0	0	0	0	2	0
otu_285880	0	0	0	0	0	2
otu_285883	0	0	0	0	0	1
otu_285891	0	0	0	0	0	3
otu_285923	0	0	0	0	0	4
otu_285981	2	0	0	5	0	0
otu_285992	0	0	0	0	1	0
otu_286033	0	0	0	0	0	1
otu_286069	0	0	0	0	0	1
otu_286077	0	0	0	0	0	1
otu_286096	0	0	0	0	0	1
otu_286109	0	0	0	0	0	1
otu_286139	0	0	0	0	0	1
otu_286154	0	1	0	0	0	0
otu_286158	0	0	0	0	0	1
otu_286163	0	0	0	0	0	3
otu_286170	0	0	0	0	0	1
otu_286199	0	5	0	0	0	0
otu_286236	6	0	0	0	0	0
otu_286243	0	0	0	0	1	0
otu_286257	0	0	0	0	0	2
otu_286278	0	0	0	0	0	1
otu_286286	0	0	0	0	0	7
otu_286332	0	0	0	0	0	1
otu_286336	0	0	0	3	0	0
otu_286390	0	0	0	1	0	0
otu_286400	0	0	0	0	0	1
otu_286401	0	0	0	0	0	1
otu_286427	0	0	0	4	0	0
otu_286437	1	0	0	0	0	0
otu_286450	0	0	0	0	0	2
otu_286468	0	1	0	0	0	1
otu_286505	0	0	0	0	0	4
otu_286509	0	0	5	0	0	0
otu_286529	0	0	0	0	0	3
otu_286532	0	0	0	0	1	0
otu_286606	0	0	0	0	0	1
otu_286617	0	0	0	0	0	2
otu_286638	1	0	0	0	0	0
otu_286665	0	0	0	0	0	5
otu_286684	0	1	0	0	0	0
otu_286693	0	0	0	0	0	6
otu_286736	0	0	0	1	0	0
otu_286742	0	0	0	0	0	3
otu_286767	0	0	0	0	0	2
otu_286792	0	0	0	0	0	1
otu_286825	4	0	0	0	0	0
otu_286832	0	1	0	0	0	0
otu_286840	0	0	0	0	0	1
otu_286848	0	0	1	0	0	0
otu_286850	1	0	0	0	0	0
otu_286866	0	8	0	0	0	0
otu_286872	0	0	2	0	0	0
otu_286905	0	0	0	0	1	0
otu_286916	0	0	0	0	0	2
otu_286928	0	0	0	0	0	2
otu_286939	1	0	0	0	0	0
otu_287033	0	0	0	0	0	6
otu_287060	1	0	2	3	0	0
otu_287061	0	0	0	0	0	4
otu_287069	0	0	0	0	0	4
otu_287091	0	0	0	0	0	2
otu_287093	0	0	0	8	0	0
otu_287111	1	0	0	2	0	0
otu_287112	1	0	0	0	0	0
otu_287144	0	0	0	0	0	1
otu_287148	0	0	0	0	0	1
otu_287182	0	0	0	0	0	2
otu_287197	0	8	0	0	0	0
otu_287246	2	0	0	0	0	0
otu_287253	2	0	0	0	0	0
otu_287355	0	0	1	0	0	0
otu_287419	0	0	0	0	0	3
otu_287436	1	0	0	0	0	0
otu_287442	1	0	0	0	0	0
otu_287473	0	0	0	0	0	2
otu_287509	0	0	0	0	0	1
otu_287523	0	0	0	1	0	0
otu_287527	0	0	1	0	0	0
otu_287529	0	0	0	0	0	4
otu_287539	0	0	0	0	0	1
otu_287559	6	0	0	0	0	0
otu_287566	0	0	0	0	0	1
otu_287601	1	0	0	2	0	0
otu_287611	0	0	0	5	0	0
otu_287622	0	0	0	0	0	3
otu_287658	0	0	0	1	0	0
otu_287677	0	0	0	0	0	2
otu_287679	0	0	1	0	0	0
otu_287680	3	0	0	3	0	0
otu_287683	0	0	0	0	0	2
otu_287693	0	0	0	0	0	1
otu_287713	0	0	0	0	0	2
otu_287714	0	0	0	0	1	0
otu_287743	0	0	0	0	0	1
otu_287760	0	0	0	0	0	2
otu_287769	0	0	0	6	0	0
otu_287780	0	0	3	0	0	0
otu_287784	0	0	4	0	0	0
otu_287792	0	0	0	0	0	1
otu_287805	0	0	0	0	1	0
otu_287810	2	0	0	2	0	0
otu_287843	0	0	0	0	0	2
otu_287850	0	0	2	0	0	0
otu_287864	0	0	0	0	0	3
otu_287866	0	0	0	0	0	2
otu_287868	0	0	0	0	0	4
otu_287882	0	0	0	0	0	3
otu_287894	0	0	0	0	0	2
otu_287921	0	11	0	0	0	0
otu_287946	0	0	1	0	0	0
otu_287947	0	0	0	7	0	0
otu_287959	0	0	0	0	0	1
otu_287981	0	0	0	0	0	1
otu_288012	0	0	0	0	0	3
otu_288014	1	0	0	0	0	0
otu_288017	0	0	0	0	0	1
otu_288018	0	0	0	2	0	0
otu_288034	0	0	0	0	0	1
otu_288044	0	0	0	0	0	1
otu_288055	0	0	2	0	0	0
otu_288057	0	0	0	0	0	1
otu_288071	0	0	0	0	0	3
otu_288099	0	0	0	0	0	2
otu_288118	0	0	0	0	0	3
otu_288120	0	0	1	0	0	0
otu_288129	0	0	0	0	0	2
otu_288136	0	0	0	0	0	6
otu_288176	0	1	0	0	0	0
otu_288231	0	0	0	0	0	1
otu_288241	0	1	0	0	0	0
otu_288266	0	0	0	1	0	0
otu_288275	0	0	0	1	0	0
otu_288278	0	0	0	0	0	1
otu_288303	0	0	0	0	0	4
otu_288308	0	1	0	0	0	0
otu_288314	0	0	0	0	0	3
otu_288395	0	0	0	2	0	0
otu_288404	0	6	0	0	0	0
otu_288419	0	0	0	0	0	7
otu_288432	0	0	0	0	0	2
otu_288451	0	0	0	0	0	3
otu_288472	0	0	0	0	0	6
otu_288481	0	0	0	0	0	1
otu_288486	0	0	0	0	0	2
otu_288512	0	0	1	0	0	0
otu_288515	0	0	0	0	0	2
otu_288520	0	1	0	0	0	0
otu_288574	0	0	0	0	0	2
otu_288577	0	0	0	0	0	3
otu_288583	0	0	0	0	0	2
otu_288634	0	0	0	1	0	0
otu_288648	0	0	0	0	0	4
otu_288661	0	0	0	1	1	0
otu_288707	0	0	0	0	0	5
otu_288711	0	0	0	1	0	1
otu_288716	0	0	0	0	0	4
otu_288721	0	0	0	0	0	5
otu_288728	0	0	0	0	0	1
otu_288765	0	0	0	1	0	0
otu_288774	1	0	0	0	0	0
otu_288792	0	0	0	0	0	1
otu_288810	0	0	0	0	0	1
otu_288811	2	0	0	0	1	0
otu_288818	1	0	0	0	0	0
otu_288835	0	0	0	0	0	2
otu_288837	0	0	0	5	0	0
otu_288843	0	0	0	0	0	5
otu_288895	0	0	0	0	0	4
otu_288902	0	1	0	0	1	0
otu_288962	0	0	0	0	0	2
otu_289000	0	0	0	0	1	0
otu_289011	0	0	0	0	0	2
otu_289031	0	0	0	0	0	1
otu_289060	2	0	0	0	0	0
otu_289062	0	0	0	0	0	2
otu_289072	0	0	4	0	0	1
otu_289079	4	0	0	0	0	0
otu_289120	1	0	0	0	0	0
otu_289123	0	0	0	1	0	0
otu_289129	0	0	0	0	0	2
otu_289134	0	0	0	1	0	0
otu_289144	0	0	0	0	0	1
otu_289215	0	0	0	0	0	4
otu_289227	2	1	0	0	0	0
otu_289232	0	0	0	0	0	3
otu_289240	0	0	0	0	0	6
otu_289249	0	0	0	0	0	1
otu_289266	0	0	0	2	0	0
otu_289275	2	0	0	0	0	0
otu_289306	0	0	0	4	0	0
otu_289307	0	0	0	0	0	7
otu_289367	0	0	0	0	0	1
otu_289399	0	0	0	0	0	1
otu_289413	0	0	4	0	0	0
otu_289446	0	0	0	0	0	2
otu_289471	0	0	1	0	0	0
otu_289506	0	0	0	0	0	1
otu_289556	2	0	0	0	0	0
otu_289599	0	0	0	0	0	1
otu_289621	0	0	0	0	0	1
otu_289632	0	0	0	0	0	7
otu_289649	0	0	0	3	0	0
otu_289691	6	0	0	0	0	0
otu_289692	0	0	0	0	0	1
otu_289693	0	0	0	1	0	0
otu_289727	0	0	0	0	0	2
otu_289742	0	0	0	0	0	1
otu_289750	0	0	0	1	0	0
otu_289761	0	0	0	0	1	0
otu_289775	3	0	0	0	1	0
otu_289785	1	0	0	0	0	0
otu_289786	0	0	0	0	0	1
otu_289798	0	0	0	2	0	0
otu_289800	0	0	0	0	0	5
otu_289820	0	0	0	0	0	3
otu_289821	0	0	0	0	0	1
otu_289823	0	0	0	0	1	0
otu_289827	0	0	0	0	0	5
otu_289831	0	0	0	0	0	2
otu_289834	0	0	0	0	0	2
otu_289840	0	1	0	0	0	0
otu_289843	0	0	0	0	0	1
otu_289845	0	0	0	0	0	1
otu_289850	0	0	2	0	0	0
otu_289885	0	0	0	0	0	2
otu_289896	0	0	0	1	0	1
otu_289909	0	0	0	0	0	1
otu_289921	0	0	0	0	1	1
otu_289930	1	0	0	0	0	0
otu_289974	0	0	0	3	0	0
otu_289980	0	0	0	0	1	0
otu_289986	0	1	0	0	0	0
otu_290010	0	0	0	0	0	2
otu_290023	0	7	0	0	0	0
otu_290038	0	0	0	0	0	6
otu_290046	0	0	0	0	0	1
otu_290105	0	0	0	0	0	2
otu_290111	1	0	0	0	0	0
otu_290119	0	0	0	0	0	1
otu_290136	0	0	1	0	0	0
otu_290143	0	0	0	0	0	3
otu_290153	5	0	0	0	0	0
otu_290164	0	0	0	0	1	0
otu_290172	1	0	0	0	0	0
otu_290179	0	0	0	0	0	1
otu_290189	0	0	0	0	0	1
otu_290195	4	0	0	0	0	0
otu_290212	0	0	1	0	0	0
otu_290229	0	0	0	0	0	1
otu_290260	5	0	0	0	0	0
otu_290293	0	0	0	0	0	3
otu_290310	0	0	0	0	0	4
otu_290319	0	0	0	1	0	0
otu_290324	1	0	0	0	0	0
otu_290327	0	0	0	0	0	1
otu_290331	0	0	0	0	0	1
otu_290345	0	0	0	0	0	5
otu_290354	0	1	0	0	0	0
otu_290356	1	0	0	0	0	0
otu_290366	0	0	2	0	0	0
otu_290369	0	0	0	0	0	1
otu_290382	0	0	0	0	0	4
otu_290396	0	0	0	0	0	2
otu_290400	0	0	0	0	0	2
otu_290406	0	1	0	0	0	0
otu_290413	0	0	0	0	0	4
otu_290438	0	0	0	0	0	4
otu_290496	1	0	0	1	0	0
otu_290511	0	0	0	0	0	1
otu_290512	5	0	0	0	0	0
otu_290538	0	0	0	0	0	3
otu_290570	0	0	0	0	0	1
otu_290571	5	0	0	2	0	0
otu_290578	0	0	0	1	0	0
otu_290612	0	4	0	0	0	0
otu_290627	0	7	0	0	0	0
otu_290630	0	0	0	0	0	1
otu_290677	0	0	0	0	0	1
otu_290734	0	1	0	0	0	0
otu_290743	0	0	0	0	0	1
otu_290754	0	0	0	0	0	2
otu_290766	0	0	0	2	0	0
otu_290778	0	0	0	0	0	3
otu_290799	0	0	0	0	0	2
otu_290805	0	0	0	0	0	1
otu_290809	0	0	1	0	0	0
otu_290819	0	0	0	0	0	1
otu_290834	0	1	0	0	0	4
otu_290840	0	0	0	0	0	1
otu_290912	0	0	0	7	0	0
otu_290927	0	0	0	0	0	2
otu_290930	0	0	0	0	0	1
otu_290958	0	0	0	0	0	2
otu_290980	0	0	1	0	0	0
otu_290984	0	0	0	0	0	1
otu_291018	0	5	0	0	0	0
otu_291123	0	0	0	0	0	2
otu_291208	0	0	1	0	0	0
otu_291230	0	0	0	0	0	1
otu_291252	2	0	0	5	0	0
otu_291274	2	0	0	0	0	0
otu_291280	0	0	0	0	0	1
otu_291311	6	0	0	0	0	0
otu_291313	0	0	0	0	1	0
otu_291344	0	0	1	0	1	0
otu_291382	0	0	0	0	0	1
otu_291386	0	0	0	3	0	0
otu_291391	1	0	0	0	0	0
otu_291395	0	0	0	0	0	2
otu_291422	0	0	0	1	0	0
otu_291424	0	0	0	0	0	2
otu_291457	0	0	0	0	0	1
otu_291469	0	0	0	0	0	2
otu_291488	0	0	0	0	0	3
otu_291495	0	0	0	0	0	4
otu_291501	0	0	0	5	0	0
otu_291520	0	8	0	0	0	0
otu_291555	0	0	0	0	0	1
otu_291599	1	1	0	0	0	0
otu_291617	0	0	0	2	0	0
otu_291623	0	0	1	0	0	0
otu_291641	0	0	0	0	0	1
otu_291652	0	0	0	0	0	1
otu_291661	0	0	0	0	0	1
otu_291694	0	0	0	0	0	1
otu_291705	0	0	0	1	0	0
otu_291732	0	0	0	0	0	6
otu_291769	0	0	0	0	0	1
otu_291780	0	0	0	2	0	0
otu_291786	0	0	0	0	0	1
otu_291821	0	0	0	0	0	5
otu_291876	0	1	0	0	0	0
otu_291888	0	0	0	0	0	4
otu_291895	0	8	1	0	0	0
otu_291904	0	0	0	4	0	0
otu_291909	0	0	0	1	0	0
otu_291943	0	0	0	1	0	0
otu_291944	0	0	0	2	0	0
otu_291954	0	0	0	0	0	1
otu_291957	0	0	0	0	0	2
otu_291967	0	0	0	3	0	0
otu_292016	0	0	0	0	0	2
otu_292031	0	5	0	0	0	0
otu_292052	1	0	0	3	0	0
otu_292074	0	0	0	0	0	6
otu_292077	0	1	0	0	0	0
otu_292086	0	0	0	0	0	4
otu_292104	1	2	0	0	0	0
otu_292124	0	0	0	0	0	1
otu_292163	0	0	0	0	0	1
otu_292172	0	0	0	0	0	2
otu_292185	0	1	0	0	0	0
otu_292188	0	0	0	1	0	0
otu_292200	0	0	0	2	0	0
otu_292236	2	0	0	0	0	0
otu_292237	0	0	0	0	0	1
otu_292279	0	0	0	4	0	0
otu_292301	0	0	0	0	0	4
otu_292306	0	0	0	0	0	2
otu_292308	1	0	0	0	0	0
otu_292311	2	0	0	2	0	0
otu_292317	0	0	0	7	0	0
otu_292326	0	0	0	0	0	1
otu_292342	0	0	0	0	0	3
otu_292375	0	0	1	0	0	1
otu_292377	0	0	0	0	0	1
otu_292388	0	0	0	1	0	0
otu_292426	0	0	0	2	0	0
otu_292471	0	0	0	1	0	0
otu_292479	0	0	0	2	0	0
otu_292493	0	0	0	0	0	2
otu_292499	0	0	0	5	0	0
otu_292506	0	1	0	0	0	0
otu_292531	0	0	0	0	0	2
otu_292555	0	0	0	0	0	2
otu_292568	0	0	0	0	0	1
otu_292572	1	0	0	0	0	0
otu_292624	0	0	0	0	0	3
otu_292631	0	1	0	0	0	0
otu_292673	0	1	0	0	0	0
otu_292680	0	0	0	0	0	4
otu_292689	0	2	0	0	0	0
otu_292697	0	0	0	0	0	1
otu_292738	0	0	0	0	0	3
otu_292755	0	0	7	0	0	0
otu_292766	0	0	0	7	0	0
otu_292801	0	0	0	0	0	3
otu_292817	0	0	0	0	0	2
otu_292872	0	1	0	0	0	0
otu_292942	0	0	0	0	0	6
otu_292954	0	0	0	0	0	1
otu_292972	0	0	0	0	0	2
otu_292997	0	0	0	0	0	1
otu_292998	0	0	0	0	0	1
otu_293012	0	3	0	0	0	0
otu_293018	3	0	0	0	0	0
otu_293026	0	0	0	5	0	0
otu_293037	0	0	0	2	0	0
otu_293042	5	2	0	0	0	0
otu_293087	0	0	0	0	0	3
otu_293120	0	0	0	0	0	2
otu_293125	0	0	0	0	0	1
otu_293128	0	0	0	0	0	2
otu_293138	5	0	0	0	0	0
otu_293166	0	0	0	0	0	1
otu_293172	0	0	0	0	0	2
otu_293180	0	0	0	2	0	0
otu_293187	0	1	0	0	0	0
otu_293192	0	0	0	3	0	0
otu_293234	0	0	0	0	0	3
otu_293237	0	0	0	1	0	0
otu_293255	0	0	0	0	0	2
otu_293279	0	0	0	0	0	2
otu_293289	0	0	0	1	0	0
otu_293307	0	0	0	0	0	1
otu_293360	0	0	0	0	0	7
otu_293370	1	0	0	0	0	0
otu_293433	0	4	0	0	0	0
otu_293436	0	0	0	0	0	1
otu_293443	0	0	0	0	0	1
otu_293448	0	6	0	0	0	0
otu_293450	0	0	0	0	0	1
otu_293527	0	0	0	0	0	2
otu_293530	0	0	0	0	0	1
otu_293547	1	0	0	0	0	0
otu_293578	0	0	0	0	0	2
otu_293595	0	0	0	0	0	1
otu_293622	0	0	0	0	0	3
otu_293634	0	0	0	0	0	3
otu_293650	0	0	0	0	0	3
otu_293663	0	0	0	0	0	2
otu_293676	1	0	0	0	0	0
otu_293686	0	0	0	0	0	5
otu_293706	0	7	0	0	0	0
otu_293710	0	0	0	0	0	1
otu_293737	0	0	0	0	0	1
otu_293746	1	3	0	0	0	0
otu_293751	0	0	0	0	0	2
otu_293760	0	0	0	0	0	1
otu_293770	0	8	0	0	0	0
otu_293779	0	0	0	3	0	0
otu_293803	0	0	0	0	0	1
otu_293816	0	0	0	0	0	6
otu_293824	0	0	0	0	0	3
otu_293826	0	0	0	0	0	1
otu_293846	0	0	0	0	0	2
otu_293848	0	0	0	0	0	6
otu_293850	0	1	0	0	0	0
otu_293861	1	0	0	0	0	0
otu_293879	1	1	0	0	0	0
otu_293885	0	1	0	0	0	0
otu_293940	0	0	0	0	0	1
otu_293945	0	0	0	7	0	0
otu_294009	0	0	0	0	0	3
otu_294021	0	0	0	0	0	1
otu_294024	0	0	0	0	0	5
otu_294043	1	0	0	0	0	0
otu_294055	0	0	0	0	1	0
otu_294078	0	0	0	0	0	1
otu_294083	0	0	0	0	0	4
otu_294106	1	0	0	0	0	0
otu_294131	4	0	0	2	0	0
otu_294164	0	7	0	0	0	0
otu_294172	0	0	0	0	0	4
otu_294185	0	0	0	0	0	3
otu_294224	3	0	0	0	0	0
otu_294237	3	0	0	0	0	0
otu_294266	0	0	0	0	0	1
otu_294314	0	0	0	0	0	1
otu_294316	0	0	0	0	0	1
otu_294320	0	0	0	0	0	3
otu_294369	0	0	0	0	0	2
otu_294372	0	0	0	0	0	1
otu_294379	0	0	0	0	0	1
otu_294380	0	0	0	0	0	3
otu_294435	0	4	0	0	0	0
otu_294486	0	0	0	0	0	1
otu_294492	0	0	0	0	0	1
otu_294529	0	0	0	0	0	1
otu_294541	0	0	0	0	0	3
otu_294576	0	0	0	1	0	0
otu_294579	0	0	0	0	0	2
otu_294581	0	0	0	5	0	0
